"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"25620-3D100","real_hk_seeded","exists","Thermostat","Cooling","thermostat","FP","WRONG-PART: expected 'thermostat' but got 'WARMER-A.T.F'","1","WARMER-A.T.F","Hyundai / KIA","Engine / Fuel System","0","0","False","0","3.77","False"
"97134-H9100","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FP","WRONG-PART: expected 'cabin,air,filter' but got 'CASE-HEATER &AMP; EVAPORATOR LEFT HAND'","1","CASE-HEATER &AMP; EVAPORATOR LEFT HAND","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","3.45","False"
"58411-L0100","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","4.41","False"
"92102-P4100","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.14","False"
"87385-R0000","real_hk_coarse","exists","Mouldings & Trim","Body","mouldings,trim","FP","WRONG-PART: expected 'mouldings,trim' but got 'BOLT - INSERT'","1","BOLT - INSERT","Hyundai / KIA","Body / Mouldings & Trim","0","0","False","0","2.32","False"
"09130-S9000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"77004-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"09127-H8000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"99120-AO100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"79220-D6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.71","False"
"54501-3TA0A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Track Control Arm'","7","Track Control Arm","Hyundai / KIA","/ Track Control Arm","1","2","False","3","14.23","True"
"99910-R5100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.06","False"
"77111-L2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.06","False"
"BR3Z-9601-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Filter, interior air'","10","Filter, interior air","KAVO PARTS","","3","0","False","3","18.26","True"
"99150-CV100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.68","False"
"AL3Z-9601-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Filter, interior air'","10","Filter, interior air","KAVO PARTS","","0","0","False","0","22.49","True"
"05203-AT320","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.74","False"
"77004-H9100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.98","False"
"F1FZ-9601-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Filter, interior air'","10","Filter, interior air","KAVO PARTS","","3","1","False","4","12.59","False"
"99145-M6600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.72","False"
"FL3Z-6731-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Bearing Bush, stabiliser'","10","Bearing Bush, stabiliser","OPTIMAL","","1","1","False","2","15.02","True"
"99150-P2110","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"F2GZ-6731-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Bearing Bush, stabiliser'","10","Bearing Bush, stabiliser","OPTIMAL","","1","1","False","2","11.44","False"
"80702-J6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"99150-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"05203-P1400","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"09527-AL400","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.93","False"
"20920-2GL01","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"BR3Z-6731-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Bearing Bush, stabiliser'","10","Bearing Bush, stabiliser","OPTIMAL","","1","1","False","2","16.08","True"
"55311-D4300","real_hk_seeded","exists","Shock Absorber - Rear","Suspension","shock,absorber,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","SHOCK ABSORBER ASSY - REAR","Hyundai / KIA","Suspension / Shock Absorber (Rear)","0","0","False","0","3.1","False"
"39350-2M400","real_hk_seeded","exists","MAF Sensor","Electrical","maf,sensor","FP","WRONG-PART: expected 'maf,sensor' but got 'SENSOR-CAMSHAFT POSITION'","1","SENSOR-CAMSHAFT POSITION","Hyundai / KIA","Electrical / Sensors & Control","0","0","False","0","2.8","False"
"87610-J5ZA0","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.17","False"
"26320-3N000","real_hk_seeded","exists","Oil Filter Element","Engine","oil,filter,element","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Oil Filter","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","4.65","False"
"97162-N7000","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'DOOR ASSY - MIX'","1","DOOR ASSY - MIX","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.09","False"
"99110-F6100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.64","False"
"09231-93100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"AL3Z-6584-A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Wheel Bearing Kit'","10","Wheel Bearing Kit","MASTER-SPORT GERMANY","","1","1","False","2","13.27","False"
"80610-P1050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"54524-CG00A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Track Control Arm'","1","Track Control Arm","Hyundai / KIA","/ Track Control Arm","0","0","False","0","16.67","True"
"99220-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"AL3Z-6731-C","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Bearing Bush, stabiliser'","10","Bearing Bush, stabiliser","OPTIMAL","","1","1","False","2","11.2","False"
"14303-04100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"99110-L2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"48630-CD00A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Track Control Arm'","1","Track Control Arm","Hyundai / KIA","/ Track Control Arm","0","0","False","0","13.91","False"
"12493-05169","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"43206-JA10A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Brake Disc'","1","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","13.82","False"
"00018-ADU80","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.02","False"
"99230-P1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"09365-G8100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.98","False"
"09375-CN300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.57","False"
"22448-8H310","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Ignition Coil'","20","Ignition Coil","HELLA","","1","1","False","2","21.95","True"
"11685-06883","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"22448-1KT0A","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Ignition Coil'","20","Ignition Coil","Hyundai / KIA","Engine / Ignition Coil","0","0","False","0","11.02","False"
"39210-2S210","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","OXYGEN SENSOR ASSEMBLY","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","1.95","False"
"54650-P4550","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","FP","WRONG-PART: expected 'shock,absorber,front' but got 'FRONT STRUT ASSEMBLY LEFT HAND'","1","FRONT STRUT ASSEMBLY LEFT HAND","Hyundai / KIA","Suspension / Shock Absorber (Front)","0","0","False","0","4.49","False"
"97134-CW010","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Filter, interior air (Front Right)","Hyundai / KIA","HVAC / Cabin Air Filter","0","0","False","0","4.25","False"
"92402-DW100","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","6.65","False"
"86591-K0AA0","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'LIP - FR BUMPER'","2","LIP - FR BUMPER","Hyundai / KIA","Body / Mirrors","0","0","False","0","2.24","False"
"79120-H8000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"99211-P1030","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"09149-L0950","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"77990-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"09430-C1130","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"56110-RNA-A01","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Hydraulic Pump, steering system'","1","Hydraulic Pump, steering system","ZZVF","","1","1","True","3","8.28","False"
"70142-G9519","plausible_hk","not_hk_format","Tailgate / Liftgate","Body","","FP","WRONG-PART: expected '' but got 'Steering Gear for Genesis G80 (2020+)'","1","Steering Gear for Genesis G80 (2020+)","Genesis","/ Steering Gear","0","0","False","0","4.76","False"
"39350-08HA0","real_hk_seeded","exists","MAF Sensor","Electrical","maf,sensor","FP","WRONG-PART: expected 'maf,sensor' but got 'SENSOR-CAMSHAFT POSI'","1","SENSOR-CAMSHAFT POSI","Hyundai / KIA","Electrical / Sensors & Control","0","0","False","0","4.6","False"
"54650-AT400","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","4.2","False"
"54650-S9KB0","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","FN","HTTP 0","0","","","","0","0","False","0","0.1","False"
"22341-2T000","real_hk_coarse","exists","Engine Mounting","Engine","engine,mounting","FP","WRONG-PART: expected 'engine,mounting' but got 'HANGER - ENGINE,FRONT'","1","HANGER - ENGINE,FRONT","Hyundai / KIA","Engine / Engine Mounting","0","0","False","0","2.28","False"
"13253-06001","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"23300-31170","non_hk","non_hk","","","","FP","WRONG-PART: expected '' but got 'Fuel filter'","2","Fuel filter","OSSCA","","1","1","True","3","10.8","False"
"23430-C6637","plausible_hk","not_hk_format","Cylinder Head & Valvetrain","Engine","","FP","WRONG-PART: expected '' but got 'Piston Ring Kit for Kia Sorento (2015-2020)'","1","Piston Ring Kit for Kia Sorento (2015-2020)","Kia","/ Piston Ring Kit","0","0","False","0","3.16","False"
"76919-2S505","plausible_hk","not_hk_format","Window Regulator","Body","","FP","WRONG-PART: expected '' but got 'Hydraulic Pump, steering system for Hyundai Tucson (2010-2015)'","1","Hydraulic Pump, steering system for Hyundai Tucson (2010-2015)","Hyundai"," / Hydraulic Pump, steering system","0","0","False","0","4.02","False"
"67033-A9679","plausible_hk","not_hk_format","Floor & Underbody","Body","","FP","WRONG-PART: expected '' but got 'Tie Rod for Kia Carnival (2014-2020)'","1","Tie Rod for Kia Carnival (2014-2020)","Kia","/ Tie Rod","0","0","False","0","3.26","False"
"54525-N9751","plausible_hk","not_hk_format","Front Suspension","Suspension","","FP","WRONG-PART: expected '' but got 'Track Control Arm for Hyundai Tucson (2020+)'","1","Track Control Arm for Hyundai Tucson (2020+)","Hyundai","/ Track Control Arm","0","0","False","0","3.24","False"
"96086-N9376","plausible_hk","not_hk_format","Battery & Charging","Electrical","","FP","WRONG-PART: expected '' but got 'Oil Filter for Hyundai Tucson (2020+)'","1","Oil Filter for Hyundai Tucson (2020+)","Hyundai","Engine / Oil Filter","0","0","False","0","4.38","False"
"92401-S9600","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","FP","WRONG-PART: expected 'tail,light,rear,left' but got 'REAR COMBINATION LAMP ASSEMBLY'","1","REAR COMBINATION LAMP ASSEMBLY","Hyundai / KIA","Electrical / Tail Light Assembly","0","0","False","0","4.46","False"
"92101-R5200","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","2","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.25","False"
"39210-3C510","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FN","HTTP 0","0","","","","0","0","False","0","0.08","False"
